source	target
CTNNB1	SMARCA4
DAXX	SMARCA4
DDIT3	SMARCA4
DDX3X	SMARCA4
EGR1	SMARCA4
EP300	SMARCA4
ESR1	SMARCA4
ETS1	SMARCA4
BPTF	SMARCA4
MTOR	SMARCA4
GATA2	SMARCA4
GATA3	SMARCA4
NR3C1	SMARCA4
HDAC1	SMARCA4
HIF1A	SMARCA4
FOXA1	SMARCA4
HNF4A	SMARCA4
IL1B	SMARCA4
INHBA	SMARCA4
JUN	SMARCA4
KIT	SMARCA4
SMAD3	SMARCA4
SMAD4	SMARCA4
TRIM37	SMARCA4
MYB	SMARCA4
MYC	SMARCA4
DDR2	SMARCA4
PDGFB	SMARCA4
PML	SMARCA4
PPARG	SMARCA4
PTEN	SMARCA4
RELA	SMARCA4
TRIM27	SMARCA4
SALL1	SMARCA4
SLIT3	SMARCA4
SMARCA1	SMARCA4
AKT1	ZFP36L1
AKT2	ZFP36L1
DST	ZFP36L1
BRCA1	ZFP36L1
BRAF	ZFP36L1
CDK4	ZFP36L1
CDK6	ZFP36L1
DHX9	ZFP36L1
GSDME	ZFP36L1
EEF1A1	ZFP36L1
EPAS1	ZFP36L1
ERBB2	ZFP36L1
ERBB3	ZFP36L1
FES	ZFP36L1
AFF2	ZFP36L1
GATA6	ZFP36L1
RAPGEF1	ZFP36L1
NR3C1	ZFP36L1
GSK3A	ZFP36L1
HIF1A	ZFP36L1
HLA-DRB1	ZFP36L1
HNRNPU	ZFP36L1
HSF1	ZFP36L1
IKBKB	ZFP36L1
IL1B	ZFP36L1
INSR	ZFP36L1
IRS1	ZFP36L1
KDR	ZFP36L1
LTK	ZFP36L1
SMAD3	ZFP36L1
MEF2C	ZFP36L1
MAP3K5	ZFP36L1
MEN1	ZFP36L1
MOV10	ZFP36L1
MYC	ZFP36L1
NFE2L2	ZFP36L1
NKX3-1	ZFP36L1
OPRD1	ZFP36L1
PDGFB	ZFP36L1
PIK3CB	ZFP36L1
PIK3CD	ZFP36L1
PIK3CG	ZFP36L1
PIK3R1	ZFP36L1
PIK3R2	ZFP36L1
PKD2	ZFP36L1
PLCG1	ZFP36L1
POU5F1	ZFP36L1
PPARG	ZFP36L1
MED1	ZFP36L1
PRKDC	ZFP36L1
MAPK1	ZFP36L1
MAPK7	ZFP36L1
MAP2K1	ZFP36L1
MAP2K2	ZFP36L1
PTPN11	ZFP36L1
PTPN12	ZFP36L1
RELA	ZFP36L1
SOX2	ZFP36L1
SOX5	ZFP36L1
SOX9	ZFP36L1
AKAP9	ZFP36L1
RAPGEF3	ZFP36L1
AKT1	AURKA
ATM	AURKA
ATR	AURKA
BAX	AURKA
DST	AURKA
ZFP36L1	AURKA
ZFP36L2	AURKA
CDKN1A	AURKA
CHD3	AURKA
CSNK1A1	AURKA
CSNK1E	AURKA
CSNK2A1	AURKA
MARK2	AURKA
MTOR	AURKA
DNAJB2	AURKA
IKBKB	AURKA
KRAS	AURKA
MARK3	AURKA
PDGFB	AURKA
PLK1	AURKA
PRKACA	AURKA
PRKCI	AURKA
PRKD1	AURKA
PRKCZ	AURKA
PRKDC	AURKA
MAPK1	AURKA
PTEN	AURKA
STK4	AURKA
STUB1	AURKA
NES	AURKA
AKT1	PKD2
APC	PKD2
ATP2A2	PKD2
CCR5	PKD2
CTNNB1	PKD2
DDX3X	PKD2
EGFR	PKD2
ERBB3	PKD2
FES	PKD2
FGF2	PKD2
GATA6	PKD2
RAPGEF1	PKD2
HLA-DRB1	PKD2
IL1B	PKD2
INSR	PKD2
ITGAV	PKD2
KCNH2	PKD2
KCNQ3	PKD2
SMAD3	PKD2
FOXO4	PKD2
NFE2L2	PKD2
NFKBIA	PKD2
PDGFB	PKD2
AKAP9	PKD2
KLF2	PKD2
RAPGEF3	PKD2
AKT1	CCND1
CDK4	CCND1
CDKN1A	CCND1
CDKN1B	CCND1
CDKN2A	CCND1
CDKN2C	CCND1
RCC1	CCND1
E2F3	CCND1
EGFR	CCND1
HSP90AB1	CCND1
INHBA	CCND1
MDM2	CCND1
PDGFB	CCND1
PKD2	CCND1
POLE	CCND1
RAD51B	CCND1
AKT1	YBX3
BRCA1	YBX3
ZFP36L1	YBX3
ZFP36L2	YBX3
CASP8	YBX3
DHX9	YBX3
GSDME	YBX3
IKBKB	YBX3
NFE2L2	YBX3
RELA	YBX3
TCL1A	YBX3
AKT1	BRAF
ARAF	BRAF
AREG	BRAF
ECT2	BRAF
EGFR	BRAF
GRB2	BRAF
HSF1	BRAF
IL1B	BRAF
MEF2C	BRAF
MAP3K4	BRAF
MAP3K5	BRAF
MEN1	BRAF
MYC	BRAF
NOS1	BRAF
NTRK3	BRAF
OPRD1	BRAF
PLCG1	BRAF
RAF1	BRAF
SCN5A	BRAF
AKAP9	BRAF
RAPGEF3	BRAF
HAX1	BRAF
AKT1	TGFBR3
BMP7	TGFBR3
BMPR1A	TGFBR3
BMPR2	TGFBR3
COL1A2	TGFBR3
COL3A1	TGFBR3
CSPG4	TGFBR3
DDX3X	TGFBR3
DDX5	TGFBR3
MARK2	TGFBR3
ERBB2	TGFBR3
FGFR1	TGFBR3
LRRC32	TGFBR3
HIVEP1	TGFBR3
HLA-A	TGFBR3
HLA-B	TGFBR3
HLA-DRB1	TGFBR3
IGF1R	TGFBR3
JUN	TGFBR3
SMAD2	TGFBR3
SMAD3	TGFBR3
SMAD4	TGFBR3
SMAD6	TGFBR3
NOTCH1	TGFBR3
NOTCH4	TGFBR3
PRKD1	TGFBR3
PTK2	TGFBR3
PTPRK	TGFBR3
RIT2	TGFBR3
SRC	TGFBR3
STK4	TGFBR3
TGFBR1	TGFBR3
TGFBR2	TGFBR3
DDX17	TGFBR3
AKT1	HSF1
DAXX	HSF1
DDX3X	HSF1
DDX5	HSF1
DHX9	HSF1
EGFR	HSF1
EP300	HSF1
ERCC6	HSF1
FGA	HSF1
FGB	HSF1
FOXA1	HSF1
HRAS	HSF1
AKT1	TFDP1
CTNNB1	TFDP1
DDIT3	TFDP1
DDX3X	TFDP1
EGFR	TFDP1
EP300	TFDP1
ERCC2	TFDP1
ERCC3	TFDP1
ESR1	TFDP1
GTF2B	TFDP1
FOXA1	TFDP1
IL1B	TFDP1
KIT	TFDP1
MNAT1	TFDP1
TRIM37	TFDP1
DDR2	TFDP1
POLR2D	TFDP1
PPARG	TFDP1
PTEN	TFDP1
TRIM27	TFDP1
SMARCA4	TFDP1
SMARCB1	TFDP1
TBP	TFDP1
TCF3	TFDP1
AKT1	SERPINB13
AKT1	PIK3R1
DDIT3	PIK3R1
DYRK1A	PIK3R1
ERBB2	PIK3R1
ERBB3	PIK3R1
FLNA	PIK3R1
IGF1R	PIK3R1
IRS1	PIK3R1
JAK2	PIK3R1
LTK	PIK3R1
MAP3K5	PIK3R1
PIK3C2A	PIK3R1
PIK3C2B	PIK3R1
PIK3C2G	PIK3R1
PIK3CB	PIK3R1
PIK3CD	PIK3R1
PIK3CG	PIK3R1
PIK3R2	PIK3R1
PI4KA	PIK3R1
BCL2L11	PIK3R1
TRIM28	PIK3R1
OS9	PIK3R1
U2AF2	PIK3R1
AKT1	LATS1
APC	LATS1
ARAF	LATS1
BRAF	LATS1
CDKN1A	LATS1
CDKN1B	LATS1
CDKN2A	LATS1
CDKN2B	LATS1
CSNK1A1	LATS1
CTNND1	LATS1
CYLD	LATS1
EGFR	LATS1
PTK2B	LATS1
FOXM1	LATS1
FLNA	LATS1
GLI1	LATS1
GLI3	LATS1
MEN1	LATS1
MLLT3	LATS1
NOS1	LATS1
NTRK3	LATS1
OPRD1	LATS1
PAK3	LATS1
ABCB1	LATS1
PLK1	LATS1
PTEN	LATS1
PTPN11	LATS1
RAF1	LATS1
RASA1	LATS1
SFRP4	LATS1
SOX2	LATS1
STK4	LATS1
STK11	LATS1
TCF7L2	LATS1
TFAP4	LATS1
TNF	LATS1
TRAF2	LATS1
TCL1A	LATS1
AXIN1	LATS1
AXIN2	LATS1
PTPRU	LATS1
AKAP9	LATS1
RAPGEF3	LATS1
HAX1	LATS1
NES	LATS1
CHEK2	LATS1
AKT1	S1PR2
RHOA	S1PR2
BMP7	S1PR2
S1PR1	S1PR2
FLNA	S1PR2
GRB2	S1PR2
KIT	S1PR2
MYH9	S1PR2
PIK3CB	S1PR2
PIK3CG	S1PR2
PLK1	S1PR2
MAPK1	S1PR2
PTPN1	S1PR2
RAC1	S1PR2
EZR	S1PR2
NRP1	S1PR2
SPHK1	S1PR2
AKT1	TRAF6
RHOA	TRAF6
B2M	TRAF6
BCL2	TRAF6
BRCA1	TRAF6
CCR7	TRAF6
CTNNB1	TRAF6
DDB2	TRAF6
DDIT3	TRAF6
DDX3X	TRAF6
ECT2	TRAF6
EGFR	TRAF6
EP300	TRAF6
ESR1	TRAF6
ETS1	TRAF6
FYN	TRAF6
GATA3	TRAF6
HLA-A	TRAF6
HLA-DRB1	TRAF6
FOXA1	TRAF6
IKBKB	TRAF6
IL1A	TRAF6
IL1B	TRAF6
INSR	TRAF6
IRF4	TRAF6
KIT	TRAF6
MDM2	TRAF6
MAP3K4	TRAF6
MAP3K5	TRAF6
NR3C2	TRAF6
MME	TRAF6
TRIM37	TRAF6
DDR2	TRAF6
PDGFB	TRAF6
PPARG	TRAF6
PRKD1	TRAF6
PTEN	TRAF6
PTPRC	TRAF6
RB1	TRAF6
RELA	TRAF6
TRIM27	TRAF6
SMARCA4	TRAF6
SMARCB1	TRAF6
SRC	TRAF6
STK11	TRAF6
TCF3	TRAF6
TFDP1	TRAF6
TLR2	TRAF6
TLR4	TRAF6
TNF	TRAF6
TNFAIP3	TRAF6
TNFRSF1B	TRAF6
TRAF2	TRAF6
TRAF5	TRAF6
HUWE1	TRAF6
STUB1	TRAF6
LILRB2	TRAF6
TLR6	TRAF6
HAX1	TRAF6
MALT1	TRAF6
AKAP13	TRAF6
AKT1	S100A1
FGF2	S100A1
PIK3CB	S100A1
AKT1	TERT
ATM	TERT
ATR	TERT
BRCA2	TERT
ZFP36L1	TERT
KLF5	TERT
CDK6	TERT
CDKN2A	TERT
EGR1	TERT
EPAS1	TERT
EPB41	TERT
ETS1	TERT
FANCG	TERT
GATA1	TERT
GATA2	TERT
GATA3	TERT
GATA6	TERT
NR3C1	TERT
HIF1A	TERT
HSP90AB1	TERT
IL1B	TERT
JUN	TERT
KRAS	TERT
SMAD3	TERT
MARK3	TERT
MCL1	TERT
MEN1	TERT
MYC	TERT
NKX3-1	TERT
OPRD1	TERT
PDGFB	TERT
PIK3CB	TERT
POLD1	TERT
PPARG	TERT
PRKD1	TERT
PTEN	TERT
RELA	TERT
S100A1	TERT
SMARCA4	TERT
SPI1	TERT
STAT3	TERT
STK4	TERT
AURKA	TERT
TCF7L2	TERT
AKT3	TERT
STUB1	TERT
MCRS1	TERT
AKT1	PDK2
DDX5	PDK2
EGFR	PDK2
FHIT	PDK2
JUN	PDK2
PDGFRA	PDK2
AKT1	TRAF5
CTNNB1	TRAF5
DDIT3	TRAF5
EP300	TRAF5
ESR1	TRAF5
FOXA1	TRAF5
IL1B	TRAF5
KIT	TRAF5
TRIM37	TRAF5
DDR2	TRAF5
PPARG	TRAF5
PTEN	TRAF5
TRIM27	TRAF5
SMARCA4	TRAF5
SMARCB1	TRAF5
TCF3	TRAF5
TFDP1	TRAF5
TNF	TRAF5
TRAF2	TRAF5
AKT1	DNAJB2
CDKN1A	DNAJB2
CSNK1E	DNAJB2
DAXX	DNAJB2
AHSA1	DNAJB2
NES	DNAJB2
AKT1	SMARCB1
ATRX	SMARCB1
CHD1	SMARCB1
CTNNB1	SMARCB1
DAXX	SMARCB1
DDIT3	SMARCB1
EP300	SMARCB1
ESR1	SMARCB1
BPTF	SMARCB1
MTOR	SMARCB1
FOXA1	SMARCB1
IL1B	SMARCB1
JUN	SMARCB1
KIT	SMARCB1
TRIM37	SMARCB1
MYB	SMARCB1
MYC	SMARCB1
DDR2	SMARCB1
PPARG	SMARCB1
PTEN	SMARCB1
TRIM27	SMARCB1
SMARCA1	SMARCB1
SMARCA4	SMARCB1
KAT7	SMARCB1
AKT1	PIK3CA
ALK	PIK3CA
MTOR	PIK3CA
MCL1	PIK3CA
NOTCH1	PIK3CA
PIK3C2A	PIK3CA
PIK3C2B	PIK3CA
PIK3C2G	PIK3CA
PIK3CD	PIK3CA
PIK3R1	PIK3CA
PIK3R2	PIK3CA
PI4KA	PIK3CA
AKT1	PIK3CD
ALK	PIK3CD
ERBB2	PIK3CD
ERBB3	PIK3CD
MTOR	PIK3CD
IRS1	PIK3CD
LTK	PIK3CD
PIK3C2A	PIK3CD
PIK3C2B	PIK3CD
PIK3C2G	PIK3CD
PIK3CA	PIK3CD
PIK3CB	PIK3CD
PIK3R2	PIK3CD
PI4KA	PIK3CD
AKT1	GNAQ
CTNND2	GNAQ
EPHA1	GNAQ
GPC3	GNAQ
AKT1	MARK3
CSNK1A1	MARK3
CSNK1E	MARK3
CSNK2A1	MARK3
MARK2	MARK3
EPB41	MARK3
MTOR	MARK3
IKBKB	MARK3
AKT1	STK4
APC	STK4
FAS	STK4
ARAF	STK4
ATM	STK4
ATR	STK4
BAX	STK4
BCL2	STK4
BOK	STK4
BRAF	STK4
CSNK1A1	STK4
CSNK1E	STK4
CSNK2A1	STK4
CSPG4	STK4
CTNND1	STK4
CYLD	STK4
DDX3X	STK4
EGFR	STK4
EIF5A	STK4
MARK2	STK4
EP300	STK4
EPB41	STK4
ERBB2	STK4
ERCC2	STK4
ERCC3	STK4
FOXO1	STK4
MTOR	STK4
GLI1	STK4
GLI3	STK4
HIP1	STK4
IKBKB	STK4
IRF1	STK4
SMAD4	STK4
MARK3	STK4
MDM2	STK4
MEN1	STK4
MLLT3	STK4
NOS1	STK4
NTRK3	STK4
OPRD1	STK4
PDGFB	STK4
PLK1	STK4
PPARD	STK4
MED1	STK4
PRKACA	STK4
PRKCI	STK4
PRKD1	STK4
PRKCZ	STK4
PRKDC	STK4
MAPK1	STK4
RAF1	STK4
RIT2	STK4
SFRP4	STK4
SOX2	STK4
SRC	STK4
BCL2L10	STK4
PTPRU	STK4
AKAP9	STK4
DLC1	STK4
RAPGEF3	STK4
HAX1	STK4
AKT1	LEPR
ANG	LEPR
EPHB1	LEPR
MTOR	LEPR
AKT1	TRIM27
CLTC	TRIM27
CR1	TRIM27
CTNNB1	TRIM27
CYLD	TRIM27
DCTN1	TRIM27
DDIT3	TRIM27
DDX3X	TRIM27
EP300	TRIM27
EPHA1	TRIM27
ESR1	TRIM27
EZH2	TRIM27
GNAQ	TRIM27
FOXA1	TRIM27
IL1B	TRIM27
KIT	TRIM27
MC1R	TRIM27
TRIM37	TRIM27
DDR2	TRIM27
PML	TRIM27
PPARG	TRIM27
PTEN	TRIM27
PTPRC	TRIM27
PTX3	TRIM27
RARA	TRIM27
RARRES2	TRIM27
ARPC1B	TRIM27
TRIM28	TRIM27
STUB1	TRIM27
IFITM3	TRIM27
IQGAP2	TRIM27
LILRB1	TRIM27
BTN3A2	TRIM27
AKT1	CCND2
CCND1	CCND2
DDX3X	CCND2
EGFR	CCND2
PDGFB	CCND2
PKD2	CCND2
TFDP1	CCND2
AKT1	ATR
ATM	ATR
CDKN2A	ATR
CREBBP	ATR
CSNK1A1	ATR
CSNK1E	ATR
CSNK2A1	ATR
DDX5	ATR
MARK2	ATR
EP300	ATR
ERCC6	ATR
MTOR	ATR
HRAS	ATR
HSF1	ATR
IKBKB	ATR
MARK3	ATR
MDM2	ATR
NBN	ATR
NEDD4	ATR
NPM1	ATR
PDGFB	ATR
PLK1	ATR
POLD1	ATR
AKT1	PIK3R3
EPHA2	PIK3R3
IL1B	PIK3R3
KDR	PIK3R3
NKX3-1	PIK3R3
PIK3C2A	PIK3R3
PIK3C2B	PIK3R3
PIK3C2G	PIK3R3
PIK3CA	PIK3R3
PIK3CD	PIK3R3
PIK3R1	PIK3R3
PIK3R2	PIK3R3
PI4KA	PIK3R3
TNF	PIK3R3
AKT1	FZD1
BCL2	FZD1
CCR5	FZD1
CSNK1E	FZD1
CTNNB1	FZD1
DDIT3	FZD1
EP300	FZD1
ESR1	FZD1
GATA4	FZD1
GATA6	FZD1
FOXA1	FZD1
IL1B	FZD1
INHBA	FZD1
KIT	FZD1
LCK	FZD1
TRIM37	FZD1
NFATC2	FZD1
DDR2	FZD1
PPARG	FZD1
PTEN	FZD1
TRIM27	FZD1
SMARCA4	FZD1
SMARCB1	FZD1
TCF3	FZD1
TFDP1	FZD1
TGFBR2	FZD1
TNF	FZD1
TRAF2	FZD1
TRAF5	FZD1
TRAF6	FZD1
WNT2	FZD1
FZD3	FZD1
AKT1	CLTCL1
AKT2	CLTCL1
CENPF	CLTCL1
CLTC	CLTCL1
DCTN1	CLTCL1
FCGR2B	CLTCL1
INSR	CLTCL1
IRS1	CLTCL1
LRP1	CLTCL1
PLK1	CLTCL1
PTPN11	CLTCL1
TRIM27	CLTCL1
USP16	CLTCL1
AKT1	TNPO1
E2F3	TNPO1
KPNB1	TNPO1
AKT1	PRKDC
AKT2	PRKDC
ATM	PRKDC
ATR	PRKDC
CSNK1A1	PRKDC
CSNK1E	PRKDC
CSNK2A1	PRKDC
CSNK2B	PRKDC
CTNNB1	PRKDC
MARK2	PRKDC
EYA1	PRKDC
MTOR	PRKDC
GSK3A	PRKDC
HMGB1	PRKDC
IKBKB	PRKDC
INSR	PRKDC
IRS1	PRKDC
MARK3	PRKDC
NBN	PRKDC
PDGFB	PRKDC
PLK1	PRKDC
PPARG	PRKDC
PRKACA	PRKDC
PRKCI	PRKDC
PRKD1	PRKDC
PRKCZ	PRKDC
POLQ	PRKDC
CHEK2	PRKDC
AKT1	PIK3R2
ATM	PIK3R2
ERBB2	PIK3R2
ERBB3	PIK3R2
IRS1	PIK3R2
LTK	PIK3R2
NF1	PIK3R2
PIK3C2A	PIK3R2
PIK3C2B	PIK3R2
PIK3C2G	PIK3R2
PIK3CB	PIK3R2
PIK3CD	PIK3R2
PIK3CG	PIK3R2
PIK3R1	PIK3R2
PI4KA	PIK3R2
AKT1	NRAS
ANG	NRAS
CDH13	NRAS
DNMT1	NRAS
EGR3	NRAS
FGF2	NRAS
FLT4	NRAS
HRAS	NRAS
JUN	NRAS
KDR	NRAS
AKT3	NRAS
TRIM28	NRAS
CCL26	NRAS
AKT1	STAT3
AR	STAT3
CCND1	STAT3
CEBPA	STAT3
CTNNB1	STAT3
DDX6	STAT3
DHX9	STAT3
E2F3	STAT3
EGR1	STAT3
ESR1	STAT3
ETS1	STAT3
MECOM	STAT3
FOXO3	STAT3
FMR1	STAT3
MTOR	STAT3
GATA1	STAT3
GATA2	STAT3
GATA3	STAT3
NR3C1	STAT3
HIF1A	STAT3
FOXA1	STAT3
IL6ST	STAT3
INHBA	STAT3
JAK2	STAT3
JUN	STAT3
KPNB1	STAT3
TNPO1	STAT3
LEPR	STAT3
SMAD3	STAT3
MCL1	STAT3
NF2	STAT3
PDGFB	STAT3
PIK3R1	STAT3
PPARG	STAT3
MED1	STAT3
PTK2	STAT3
RELA	STAT3
SMARCA4	STAT3
SON	STAT3
SPI1	STAT3
SRC	STAT3
AKT1	FOXA1
CTNNB1	FOXA1
DDIT3	FOXA1
EP300	FOXA1
ESR1	FOXA1
GATA3	FOXA1
AKT1	EZR
ALDOA	EZR
ANG	EZR
ANK3	EZR
RHOA	EZR
ZFP36L1	EZR
CR1	EZR
CSF1R	EZR
CYLD	EZR
DIAPH1	EZR
S1PR1	EZR
EPHA2	EZR
EPB41	EZR
PTK2B	EZR
FBLN1	EZR
FES	EZR
FGA	EZR
FGB	EZR
FLNA	EZR
GRB2	EZR
RAPGEF1	EZR
IGF1R	EZR
IKBKB	EZR
IL1A	EZR
KDR	EZR
KIT	EZR
KPNB1	EZR
MSN	EZR
MYH9	EZR
NUMA1	EZR
PDGFRA	EZR
PDGFRB	EZR
PIK3CB	EZR
PIK3CG	EZR
PKD2	EZR
PTCH1	EZR
PTEN	EZR
PTK2	EZR
PTPN1	EZR
RAC1	EZR
TRIM27	EZR
STXBP1	EZR
TNF	EZR
TNFAIP3	EZR
RANBP9	EZR
AKAP9	EZR
DLC1	EZR
RAPGEF3	EZR
WASF3	EZR
AKT1	TRIM37
CDKN2A	TRIM37
CMKLR1	TRIM37
CTNNB1	TRIM37
CYLD	TRIM37
DDB2	TRIM37
DDIT3	TRIM37
EP300	TRIM37
ESR1	TRIM37
FOXA1	TRIM37
IL1B	TRIM37
KIT	TRIM37
MDM2	TRIM37
CD200	TRIM37
STUB1	TRIM37
AKT1	PPARG
AKT2	PPARG
ANG	PPARG
ANXA2	PPARG
CDK6	PPARG
CDKN1A	PPARG
CDKN1B	PPARG
CHRNB2	PPARG
COL1A2	PPARG
COL4A2	PPARG
CRP	PPARG
CSNK2B	PPARG
CTNNB1	PPARG
DDIT3	PPARG
E2F3	PPARG
EGFR	PPARG
EGR1	PPARG
ELAVL1	PPARG
EP300	PPARG
ERBB2	PPARG
ERBB3	PPARG
ERBB4	PPARG
ESR1	PPARG
ETS1	PPARG
FGF2	PPARG
GATA2	PPARG
GATA3	PPARG
NR3C1	PPARG
GSK3A	PPARG
GTF2I	PPARG
HIF1A	PPARG
HIP1	PPARG
HLA-DRB1	PPARG
HMGB1	PPARG
FOXA1	PPARG
HNRNPK	PPARG
IL1B	PPARG
INSR	PPARG
IRS1	PPARG
ITGAV	PPARG
JUN	PPARG
KIT	PPARG
LCK	PPARG
SMAD3	PPARG
SMAD6	PPARG
MEF2C	PPARG
FOXO4	PPARG
TRIM37	PPARG
NBL1	PPARG
NFKBIA	PPARG
NKX3-1	PPARG
DDR2	PPARG
PAX6	PPARG
PDCD2	PPARG
PDGFB	PPARG
PDGFRB	PPARG
PML	PPARG
POU5F1	PPARG
AKT3	PPARG
FSTL3	PPARG
LILRB2	PPARG
DLC1	PPARG
LILRB1	PPARG
AKT1	PRKACA
ATM	PRKACA
ATR	PRKACA
CSNK1A1	PRKACA
CSNK1E	PRKACA
CSNK2A1	PRKACA
DAXX	PRKACA
MARK2	PRKACA
MTOR	PRKACA
GPX1	PRKACA
HNRNPA2B1	PRKACA
HSF1	PRKACA
IKBKB	PRKACA
IL1A	PRKACA
MARK3	PRKACA
PDGFB	PRKACA
PLK1	PRKACA
TCERG1	PRKACA
AKT1	FOXO4
AKT2	FOXO4
APC	FOXO4
CDKN1A	FOXO4
CDKN1B	FOXO4
CDKN2A	FOXO4
CDKN2B	FOXO4
CDKN2C	FOXO4
COL4A2	FOXO4
DDIT3	FOXO4
GATA6	FOXO4
GTF2I	FOXO4
HRAS	FOXO4
INHBA	FOXO4
INSR	FOXO4
IRF1	FOXO4
IRF6	FOXO4
IRS1	FOXO4
SMAD3	FOXO4
MLF1	FOXO4
SOX21	FOXO4
AKT1	FGF19
AKT2	FGF19
PTK2B	FGF19
FLT4	FGF19
HMGB1	FGF19
HRAS	FGF19
INSR	FGF19
IRS1	FGF19
PTPN11	FGF19
SLAMF1	FGF19
CLTCL1	FGF19
IRS2	FGF19
RIPK1	FGF19
AKT1	IRS1
AKT2	IRS1
ABCD1	IRS1
APC	IRS1
ERBB2	IRS1
ERBB3	IRS1
GSK3A	IRS1
IGF2	IRS1
INSR	IRS1
AKT1	ZBTB16
CSF1R	ZBTB16
FLT3	ZBTB16
SOX5	ZBTB16
SOX9	ZBTB16
SOX11	ZBTB16
AKT1	RIT2
CDH13	RIT2
CSPG4	RIT2
DDX3X	RIT2
MARK2	RIT2
ERBB2	RIT2
SMAD4	RIT2
PRKD1	RIT2
PTPN1	RIT2
AKT1	BAG4
BRCA1	BAG4
ZFP36L1	BAG4
ZFP36L2	BAG4
DHX9	BAG4
GSDME	BAG4
IKBKB	BAG4
NFE2L2	BAG4
RELA	BAG4
TCL1A	BAG4
YBX3	BAG4
RIPK1	BAG4
AKT1	WNT2
CDK4	WNT2
CDK6	WNT2
CDKN1A	WNT2
CCR5	WNT2
CSNK1E	WNT2
CTNNB1	WNT2
DDIT3	WNT2
DHX9	WNT2
EP300	WNT2
ESR1	WNT2
FOXA1	WNT2
IL1B	WNT2
KIT	WNT2
TRIM37	WNT2
MYC	WNT2
DDR2	WNT2
PDGFB	WNT2
PDGFRA	WNT2
PPARG	WNT2
PTEN	WNT2
TRIM27	WNT2
SMARCA4	WNT2
SMARCB1	WNT2
TCF3	WNT2
TFDP1	WNT2
TNF	WNT2
TRAF2	WNT2
TRAF5	WNT2
TRAF6	WNT2
AKT1	MAPK1
FAS	MAPK1
ATM	MAPK1
ATR	MAPK1
CDKN1A	MAPK1
CSNK1A1	MAPK1
CSNK1E	MAPK1
CSNK2A1	MAPK1
DAXX	MAPK1
EGFR	MAPK1
MARK2	MAPK1
MTOR	MAPK1
NRG1	MAPK1
HSF1	MAPK1
HSP90AB1	MAPK1
IKBKB	MAPK1
JUN	MAPK1
KDR	MAPK1
MARK3	MAPK1
MAP3K4	MAPK1
MAP3K5	MAPK1
MYC	MAPK1
NEK2	MAPK1
PDGFB	MAPK1
PDGFRA	MAPK1
PDK2	MAPK1
PLK1	MAPK1
PRKACA	MAPK1
PRKCI	MAPK1
PRKD1	MAPK1
PRKCQ	MAPK1
PRKCZ	MAPK1
PRKDC	MAPK1
RAF1	MAPK1
AKT1	SMAD4
ANG	SMAD4
ARNT	SMAD4
CDKN1A	SMAD4
CDKN1B	SMAD4
CDKN2A	SMAD4
CDKN2B	SMAD4
CDKN2C	SMAD4
CHRNB2	SMAD4
COL1A2	SMAD4
COL3A1	SMAD4
CREBBP	SMAD4
CSPG4	SMAD4
DDX3X	SMAD4
DDX5	SMAD4
MARK2	SMAD4
EP300	SMAD4
EPAS1	SMAD4
ERBB2	SMAD4
LRRC32	SMAD4
HIF1A	SMAD4
HIVEP1	SMAD4
HNF4A	SMAD4
HSP90AB1	SMAD4
INHBA	SMAD4
JUN	SMAD4
SMAD2	SMAD4
SMAD3	SMAD4
CITED2	SMAD4
AKT1	ANG
CDH13	ANG
CHRNB2	ANG
COL5A1	ANG
LPAR1	ANG
EGFR	ANG
EGR3	ANG
EPHA2	ANG
EP300	ANG
EPAS1	ANG
EPHB1	ANG
ERBB4	ANG
FGA	ANG
FGB	ANG
FGF2	ANG
FGFR4	ANG
FLT1	ANG
FLT4	ANG
AKT3	ANG
GPC6	ANG
CCL26	ANG
CITED2	ANG
SIX2	ANG
AKT1	MTOR
ALB	MTOR
ALK	MTOR
CDKN1A	MTOR
CEBPA	MTOR
COL1A1	MTOR
CSNK1A1	MTOR
CSNK1E	MTOR
CSNK2A1	MTOR
DDX3X	MTOR
EEF2	MTOR
ELAVL1	MTOR
MARK2	MTOR
EPHA3	MTOR
ERBB2	MTOR
EZH2	MTOR
FOXO1	MTOR
FMR1	MTOR
DLC1	MTOR
ATG7	MTOR
WDR45	MTOR
AKT1	KLF4
APC	KLF4
BCL3	KLF4
KLF5	KLF4
CDKN2A	KLF4
CMKLR1	KLF4
COL4A2	KLF4
CSNK2A1	KLF4
CTNNB1	KLF4
CYLD	KLF4
DDIT3	KLF4
DDX3X	KLF4
EGR1	KLF4
ERBB2	KLF4
ETS1	KLF4
GATA2	KLF4
GATA3	KLF4
GPX1	KLF4
NR3C1	KLF4
GTF2I	KLF4
HGF	KLF4
HIF1A	KLF4
HSP90AB1	KLF4
IL1B	KLF4
INHBA	KLF4
INSR	KLF4
JUN	KLF4
SMAD3	KLF4
MAP3K4	KLF4
FOXO4	KLF4
CD200	KLF4
TRIM37	KLF4
NEK2	KLF4
NFE2L2	KLF4
NFKBIA	KLF4
NOTCH1	KLF4
PAX2	KLF4
PDGFB	KLF4
PKD2	KLF4
PML	KLF4
PPARG	KLF4
PRKCQ	KLF4
MAPK1	KLF4
MAPK7	KLF4
MAP2K7	KLF4
PTEN	KLF4
RELA	KLF4
RPS6KA3	KLF4
SMARCA4	KLF4
